Match date,Tournament,Home team,Home team corners,Away team corners,Away team,Home team corners kicked,Home team corners average,Corners >5 home team,Away team corners concieved,Corners >5 concieved away team,Away team corners concieved average,Corners difference,Corners >5 against home team,label
2016-05-08,PrimD,Sevilla,5,4,Granada,73,7,8,60,6,6,13,3,>=5
2016-04-07,PrimD,Atletico Madrid,4,2,Granada,77,8,6,60,6,6,17,1,<5
2016-04-05,PrimD,Celta Vigo,4,4,Granada,61,6,5,63,7,6,-2,2,<5
2016-04-03,PrimD,Athletic Bilbao,13,1,Granada,56,6,5,54,6,5,2,2,>=5
2016-03-06,PrimD,Real Betis,6,4,Granada,58,6,6,53,5,5,5,2,>=5
2016-02-08,PrimD,D Coruna,6,6,Granada,62,6,6,53,5,5,9,,>=5
2016-02-04,PrimD,Real Sociedad,7,13,Granada,61,6,5,56,5,6,5,2,>=5
2016-01-09,PrimD,Barcelona,7,0,Granada,55,6,7,60,5,6,-5,2,>=5
2016-01-08,PrimD,Eibar,3,2,Granada,43,4,3,63,6,6,-20,,<5
2016-01-01,PrimD,Villarreal,8,0,Granada,52,5,4,59,5,6,-7,2,>=5
2015-12-02,PrimD,Levante,2,1,Granada,59,6,5,61,5,6,-2,1,<5
2015-12-01,PrimD,Las Palmas,4,4,Granada,,,,59,5,6,,,<5
2015-11-08,PrimD,Malaga,7,4,Granada,70,7,9,62,5,6,8,1,>=5
2015-11-07,PrimD,Rayo Vallecano,4,1,Granada,60,6,5,63,5,6,-3,2,<5
2015-11-01,PrimD,Espanyol,5,6,Granada,52,5,3,63,5,6,-11,0,>=5
2015-10-09,PrimD,Sporting Gijon,6,1,Granada,61,6,6,62,4,6,-1,,>=5
2015-09-09,PrimD,Real Madrid,10,1,Granada,94,9,9,58,4,6,36,2,>=5
2015-09-05,PrimD,Valencia,11,3,Granada,57,6,5,50,3,5,7,2,>=5
2015-08-01,PrimD,Getafe,6,6,Granada,61,6,6,51,3,5,10,0,>=5
2015-05-07,PrimD,Real Sociedad,4,3,Granada,60,6,6,47,3,5,13,2,<5
2015-05-03,PrimD,Getafe,4,6,Granada,61,6,6,45,3,5,16,0,<5
2015-04-07,PrimD,Valencia,2,6,Granada,49,5,4,49,4,5,0,3,<5
2015-04-05,PrimD,Real Madrid,10,1,Granada,74,7,8,46,4,5,28,2,>=5
2015-04-01,PrimD,Almeria,5,6,Granada,49,5,4,48,5,5,1,,>=5
2015-03-04,PrimD,Rayo Vallecano,5,4,Granada,46,5,3,46,5,5,0,,>=5
2015-02-07,PrimD,Villarreal,5,8,Granada,79,8,9,49,6,5,30,,>=5
2015-02-03,PrimD,Levante,6,4,Granada,41,4,2,50,6,5,-9,0,>=5
2015-01-08,PrimD,Atletico Madrid,3,6,Granada,63,6,5,55,7,6,8,2,<5
2015-01-05,PrimD,D Coruna,7,2,Granada,53,5,4,55,7,6,-2,,>=5
2015-01-05,PrimD,Cordoba,0,4,Granada,,,,64,8,6,,,<5
2014-12-04,PrimD,Espanyol,2,3,Granada,55,6,5,69,9,7,-14,,<5
2014-11-08,PrimD,Celta Vigo,6,2,Granada,68,7,5,70,9,7,-2,,>=5
2014-11-01,PrimD,Sevilla,7,4,Granada,69,7,8,77,9,8,-8,2,>=5
2014-10-05,PrimD,Eibar,7,8,Granada,,,,74,8,7,,,>=5
2014-10-04,PrimD,Malaga,3,3,Granada,74,7,7,77,9,8,-3,1,<5
2014-09-07,PrimD,Barcelona,8,1,Granada,68,7,4,72,8,7,-4,1,>=5
2014-09-01,PrimD,Athletic Bilbao,7,5,Granada,61,6,6,73,8,7,-12,2,>=5
2014-08-01,PrimD,Elche,8,4,Granada,57,6,7,69,7,7,-12,,>=5
2014-05-08,PrimD,Valladolid,7,5,Granada,61,6,4,71,7,7,-10,,>=5
2014-05-05,PrimD,Real Sociedad,9,5,Granada,59,6,5,69,7,7,-10,,>=5
2014-04-06,PrimD,Malaga,7,5,Granada,55,6,5,67,6,7,-12,,>=5
2014-04-01,PrimD,Sevilla,7,1,Granada,70,7,7,63,5,6,7,,>=5
2014-03-06,PrimD,Atletico Madrid,14,4,Granada,71,7,9,54,4,5,17,,>=5
2014-03-04,PrimD,Getafe,4,10,Granada,71,7,7,56,5,6,15,,<5
2014-02-08,PrimD,Athletic Bilbao,6,3,Granada,78,8,8,55,4,6,23,,>=5
2014-02-07,PrimD,Espanyol,3,3,Granada,48,5,2,59,5,6,-11,,<5
2014-02-03,PrimD,Valencia,8,2,Granada,61,6,6,57,5,6,4,,>=5
2014-01-05,PrimD,Real Madrid,4,1,Granada,60,6,5,63,6,6,-3,,<5
2014-01-04,PrimD,Almeria,9,9,Granada,44,4,3,63,6,6,-19,,>=5
2013-12-04,PrimD,Rayo Vallecano,7,3,Granada,78,8,10,61,5,6,17,,>=5
2013-11-03,PrimD,Levante,5,7,Granada,53,5,5,61,5,6,-8,,>=5
2013-11-03,PrimD,Barcelona,3,7,Granada,75,8,8,61,5,6,14,,<5
2013-10-06,PrimD,Elche,5,4,Granada,,,,59,5,6,,,>=5
2013-10-04,PrimD,Villarreal,6,4,Granada,58,6,4,58,4,6,0,,>=5
2013-09-02,PrimD,Real Betis,5,3,Granada,61,6,6,57,4,6,4,,>=5
2013-08-08,PrimD,Osasuna,7,6,Granada,69,7,7,56,4,6,13,,>=5
2013-08-01,PrimD,Celta Vigo,6,5,Granada,64,6,5,51,3,5,13,,>=5
2013-05-08,PrimD,Valencia,10,2,Granada,58,6,6,44,2,4,14,,>=5
2013-05-03,PrimD,Real Sociedad,9,4,Granada,67,7,5,44,2,4,23,,>=5
2013-04-08,PrimD,Espanyol,5,2,Granada,62,6,7,45,3,5,17,,>=5
2013-04-04,PrimD,Atletico Madrid,5,1,Granada,68,7,8,44,3,4,24,,>=5
2013-04-01,PrimD,Athletic Bilbao,3,8,Granada,79,8,9,43,3,4,36,,<5
2013-03-01,PrimD,Real Zaragoza,3,7,Granada,47,5,3,46,4,5,1,,<5
2013-02-09,PrimD,D Coruna,5,5,Granada,72,7,6,55,5,6,17,,>=5
2013-02-04,PrimD,Celta Vigo,4,4,Granada,47,5,2,57,6,6,-10,,<5
2013-01-08,PrimD,Sevilla,6,4,Granada,75,8,6,60,6,6,15,,>=5
2013-01-04,PrimD,Getafe,1,7,Granada,61,6,3,70,7,7,-9,,<5
2012-12-08,PrimD,Malaga,3,7,Granada,84,8,9,70,7,7,14,,<5
2012-12-02,PrimD,Osasuna,9,7,Granada,72,7,5,63,6,6,9,,>=5
2012-11-09,PrimD,Real Betis,6,3,Granada,40,4,3,61,5,6,-21,,>=5
2012-11-04,PrimD,Valladolid,4,3,Granada,,,,60,5,6,,,<5
2012-10-08,PrimD,Levante,2,7,Granada,42,4,3,67,6,7,-25,,<5
2012-10-07,PrimD,Mallorca,6,4,Granada,63,6,7,66,5,7,-3,,>=5
2012-09-02,PrimD,Barcelona,14,5,Granada,77,8,5,58,5,6,19,,>=5
2012-09-02,PrimD,Real Madrid,6,3,Granada,86,9,8,64,5,6,22,,>=5
2012-05-03,PrimD,Rayo Vallecano,9,6,Granada,65,7,6,64,5,6,1,,>=5
2012-04-08,PrimD,Mallorca,11,7,Granada,56,6,4,58,4,6,-2,,>=5
2012-04-08,PrimD,Levante,3,0,Granada,62,6,5,63,5,6,-1,,<5
2012-04-05,PrimD,Real Zaragoza,2,3,Granada,53,5,4,65,5,7,-12,,<5
2012-03-01,PrimD,Barcelona,4,2,Granada,79,8,8,65,5,7,14,,<5
2012-03-01,PrimD,Racing Santande,3,5,Granada,54,5,4,72,6,7,-18,,<5
2012-03-01,PrimD,Atletico Madrid,9,4,Granada,74,7,7,67,5,7,7,,>=5
2012-02-06,PrimD,Osasuna,5,5,Granada,59,6,6,67,5,7,-8,,>=5
2012-02-02,PrimD,Villarreal,6,5,Granada,52,5,3,,,,,,>=5
2012-01-09,PrimD,Real Betis,12,5,Granada,,,,,,,,,>=5
2012-01-07,PrimD,Real Madrid,9,9,Granada,54,5,4,,,,,,>=5
2011-12-01,PrimD,Getafe,5,3,Granada,49,5,4,,,,,,>=5
2011-11-07,PrimD,Athletic Bilbao,8,2,Granada,70,7,6,,,,,,>=5
2011-10-02,PrimD,Sporting Gijon,4,4,Granada,56,6,4,,,,,,<5
2011-10-01,PrimD,Sevilla,4,7,Granada,50,5,6,,,,,,<5
2011-10-01,PrimD,Valencia,10,4,Granada,83,8,7,,,,,,>=5
2011-09-02,PrimD,Malaga,4,3,Granada,65,7,6,,,,,,<5
2011-09-01,PrimD,Real Sociedad,5,4,Granada,65,7,5,,,,,,>=5
2019-10-09,PrimD,Atletico Madrid,2,4,Valencia,47,5,2,57,6,6,-10,2,<5
2019-09-08,PrimD,Athletic Bilbao,7,7,Valencia,43,4,3,54,5,5,-11,2,>=5
2019-09-04,PrimD,Barcelona,2,5,Valencia,59,6,4,61,6,6,-2,3,<5
2019-08-04,PrimD,Celta Vigo,6,4,Valencia,51,5,2,59,5,6,-8,0,>=5
2019-05-08,PrimD,Valladolid,8,2,Valencia,65,7,6,53,4,5,12,,>=5
2019-05-05,PrimD,SD Huesca,7,5,Valencia,52,5,4,50,3,5,2,,>=5
2019-04-06,PrimD,Rayo Vallecano,4,7,Valencia,44,4,3,48,3,5,-4,0,<5
2019-04-04,PrimD,Atletico Madrid,4,3,Valencia,38,4,1,50,4,5,-12,3,<5
2019-04-01,PrimD,Real Betis,8,2,Valencia,43,4,4,47,3,5,-4,1,>=5
2019-03-01,PrimD,Sevilla,5,3,Valencia,57,6,4,45,3,5,12,2,>=5
2019-03-01,PrimD,Girona,6,1,Valencia,33,3,1,47,3,5,-14,,>=5
2019-02-04,PrimD,Leganes,4,2,Valencia,47,5,3,46,3,5,1,,<5
2019-02-02,PrimD,Barcelona,9,1,Valencia,62,6,4,43,3,4,19,3,>=5
2019-01-09,PrimD,Celta Vigo,4,6,Valencia,50,5,4,46,4,5,4,1,<5
2019-01-05,PrimD,CD Alaves,2,6,Valencia,37,4,1,50,5,5,-13,,<5
2018-12-05,PrimD,Eibar,4,2,Valencia,70,7,6,52,6,5,18,2,<5
2018-12-01,PrimD,Real Madrid,2,2,Valencia,84,8,7,55,6,6,29,1,<5
2018-11-01,PrimD,Getafe,6,4,Valencia,51,5,3,53,5,5,-2,2,>=5
2018-10-07,PrimD,Athletic Bilbao,5,2,Valencia,55,6,5,55,6,6,0,3,>=5
2018-09-09,PrimD,Real Sociedad,3,0,Valencia,53,5,5,58,7,6,-5,2,<5
2018-09-03,PrimD,Villarreal,8,6,Valencia,59,6,5,57,7,6,2,2,>=5
2018-09-02,PrimD,Levante,3,5,Valencia,46,5,2,63,8,6,-17,1,<5
2018-08-06,PrimD,Espanyol,6,10,Valencia,43,4,4,65,8,7,-22,2,>=5
2018-05-05,PrimD,Villarreal,7,3,Valencia,60,6,5,61,7,6,-1,2,>=5
2018-05-02,PrimD,Girona,6,2,Valencia,45,5,4,60,6,6,-15,,>=5
2018-04-04,PrimD,Barcelona,6,5,Valencia,60,6,5,59,5,6,1,3,>=5
2018-04-01,PrimD,Leganes,5,2,Valencia,45,5,4,57,5,6,-12,,>=5
2018-04-01,PrimD,Celta Vigo,4,3,Valencia,48,5,3,59,6,6,-11,2,<5
2018-03-01,PrimD,Sevilla,7,3,Valencia,57,6,5,59,6,6,-2,1,>=5
2018-02-08,PrimD,Athletic Bilbao,6,1,Valencia,55,6,7,54,5,5,1,3,>=5
2018-02-07,PrimD,Malaga,7,2,Valencia,39,4,3,54,5,5,-15,1,>=5
2018-02-04,PrimD,Atletico Madrid,9,1,Valencia,55,6,4,58,5,6,-3,3,>=5
2018-01-03,PrimD,D Coruna,8,10,Valencia,56,6,3,57,5,6,-1,1,>=5
2018-01-01,PrimD,Las Palmas,3,6,Valencia,58,6,5,56,5,6,2,,<5
2017-12-06,PrimD,Eibar,5,6,Valencia,56,6,4,56,5,6,0,2,>=5
2017-12-03,PrimD,Getafe,5,12,Valencia,56,6,5,58,6,6,-2,3,>=5
2017-11-09,PrimD,Espanyol,3,4,Valencia,57,6,4,61,7,6,-4,3,<5
2017-10-08,PrimD,CD Alaves,6,4,Valencia,37,4,0,61,7,6,-24,,>=5
2017-10-05,PrimD,Real Betis,7,5,Valencia,50,5,4,56,6,6,-6,1,>=5
2017-09-06,PrimD,Levante,1,3,Valencia,55,6,4,59,6,6,-4,2,<5
2017-09-04,PrimD,Real Sociedad,7,6,Valencia,73,7,8,59,6,6,14,2,>=5
2017-08-07,PrimD,Real Madrid,13,4,Valencia,59,6,6,53,6,5,6,1,>=5
2017-05-03,PrimD,Espanyol,7,2,Valencia,54,5,3,52,6,5,2,3,>=5
2017-04-09,PrimD,Real Madrid,2,3,Valencia,68,7,7,58,7,6,10,2,<5
2017-04-09,PrimD,Granada,5,2,Valencia,41,4,2,56,7,6,-15,1,>=5
2017-04-02,PrimD,Malaga,7,6,Valencia,76,8,8,53,6,5,23,0,>=5
2017-03-09,PrimD,Barcelona,6,3,Valencia,76,8,6,51,5,5,25,3,>=5
2017-03-05,PrimD,Atletico Madrid,6,2,Valencia,65,7,7,50,4,5,15,3,>=5
2017-02-05,PrimD,CD Alaves,2,1,Valencia,44,4,3,55,5,6,-11,,<5
2017-02-01,PrimD,Real Betis,4,6,Valencia,55,6,5,52,5,5,3,2,<5
2017-01-09,PrimD,Osasuna,7,3,Valencia,46,5,4,51,5,5,-5,2,>=5
2017-01-01,PrimD,Villarreal,7,2,Valencia,53,5,3,49,4,5,4,2,>=5
2017-01-01,PrimD,Las Palmas,6,3,Valencia,55,6,6,50,4,5,5,,>=5
2016-12-01,PrimD,Real Sociedad,8,4,Valencia,60,6,5,50,4,5,10,2,>=5
2016-11-06,PrimD,Sevilla,3,6,Valencia,75,8,8,55,5,6,20,2,<5
2016-11-06,PrimD,Celta Vigo,4,3,Valencia,66,7,5,59,6,6,7,2,<5
2016-10-06,PrimD,Sporting Gijon,4,4,Valencia,37,4,2,59,6,6,-22,1,<5
2016-10-01,PrimD,D Coruna,5,6,Valencia,60,6,7,58,6,6,2,2,>=5
2016-09-08,PrimD,Athletic Bilbao,7,1,Valencia,54,5,4,57,6,6,-3,3,>=5
2016-09-05,PrimD,Leganes,1,5,Valencia,,,,64,7,6,,,<5
2016-08-07,PrimD,Eibar,6,10,Valencia,57,6,6,63,6,6,-6,,>=5
2016-05-08,PrimD,Real Madrid,5,9,Valencia,57,6,4,67,7,7,-10,3,>=5
2016-04-07,PrimD,Barcelona,7,2,Valencia,51,5,6,63,6,6,-12,2,>=5
2016-04-04,PrimD,Getafe,8,2,Valencia,60,6,5,73,6,7,-13,3,>=5
2016-04-02,PrimD,Las Palmas,8,2,Valencia,36,4,3,80,6,8,-44,,>=5
2016-03-03,PrimD,Levante,8,0,Valencia,52,5,5,81,6,8,-29,2,>=5
2016-03-02,PrimD,Malaga,4,5,Valencia,53,5,5,87,7,9,-34,1,<5
2016-02-07,PrimD,Real Betis,4,5,Valencia,51,5,5,91,8,9,-40,3,<5
2016-02-01,PrimD,Granada,6,3,Valencia,47,5,4,89,7,9,-42,0,>=5
2016-01-04,PrimD,D Coruna,8,6,Valencia,56,6,5,84,6,8,-28,2,>=5
2016-01-01,PrimD,Real Sociedad,5,6,Valencia,57,6,5,91,7,9,-34,3,>=5
2015-12-03,PrimD,Eibar,9,2,Valencia,44,4,2,85,6,9,-41,,>=5
2015-12-01,PrimD,Villarreal,3,6,Valencia,60,6,6,90,7,9,-30,2,<5
2015-11-09,PrimD,Sevilla,18,0,Valencia,58,6,5,78,7,8,-20,2,>=5
2015-11-07,PrimD,Celta Vigo,15,5,Valencia,50,5,2,67,6,7,-17,2,>=5
2015-10-05,PrimD,Atletico Madrid,9,2,Valencia,60,6,6,64,6,6,-4,3,>=5
2015-10-04,PrimD,Athletic Bilbao,10,4,Valencia,59,6,6,58,5,6,1,3,>=5
2015-09-02,PrimD,Espanyol,8,6,Valencia,47,5,3,57,5,6,-10,3,>=5
2015-09-02,PrimD,Sporting Gijon,4,6,Valencia,57,6,6,58,5,6,-1,,<5
2015-08-02,PrimD,Rayo Vallecano,3,3,Valencia,55,6,4,61,6,6,-6,1,<5
2015-05-09,PrimD,Real Madrid,12,9,Valencia,79,8,8,60,6,6,19,3,>=5
2015-05-03,PrimD,Almeria,3,6,Valencia,47,5,3,61,6,6,-14,,<5
2015-04-09,PrimD,Athletic Bilbao,8,3,Valencia,74,7,7,55,5,6,19,2,>=5
2015-04-08,PrimD,Barcelona,6,3,Valencia,60,6,5,53,4,5,7,2,>=5
2015-04-01,PrimD,Rayo Vallecano,4,8,Valencia,47,5,3,60,5,6,-13,2,<5
2015-03-08,PrimD,Atletico Madrid,6,1,Valencia,58,6,5,57,4,6,1,2,>=5
2015-03-01,PrimD,Elche,4,2,Valencia,45,5,4,64,5,6,-19,,<5
2015-02-08,PrimD,Espanyol,7,2,Valencia,60,6,6,63,5,6,-3,3,>=5
2015-02-02,PrimD,Malaga,5,3,Valencia,63,6,3,61,5,6,2,2,>=5
2015-02-01,PrimD,Cordoba,6,2,Valencia,,,,65,5,7,,,>=5
2015-01-01,PrimD,Celta Vigo,11,2,Valencia,85,9,6,62,5,6,23,,>=5
2014-12-07,PrimD,Granada,4,4,Valencia,52,5,4,62,5,6,-10,1,<5
2014-12-01,PrimD,Eibar,2,5,Valencia,,,,69,6,7,,,<5
2014-11-03,PrimD,Levante,4,5,Valencia,43,4,4,71,7,7,-28,3,<5
2014-11-02,PrimD,Villarreal,11,4,Valencia,59,6,6,66,7,7,-7,1,>=5
2014-10-09,PrimD,D Coruna,3,5,Valencia,53,5,4,66,7,7,-13,,<5
2014-09-08,PrimD,Real Sociedad,11,4,Valencia,73,7,8,69,7,7,4,3,>=5
2014-09-02,PrimD,Getafe,6,1,Valencia,58,6,5,72,7,7,-14,2,>=5
2014-08-03,PrimD,Sevilla,3,4,Valencia,69,7,8,74,7,7,-5,3,<5
2014-05-04,PrimD,Real Madrid,10,1,Valencia,66,7,6,68,6,7,-2,3,>=5
2014-05-01,PrimD,Levante,8,8,Valencia,37,4,2,68,6,7,-31,3,>=5
2014-04-09,PrimD,Osasuna,4,9,Valencia,54,5,4,66,6,7,-12,,<5
2014-04-06,PrimD,Valladolid,9,4,Valencia,63,6,6,63,6,6,0,,>=5
2014-03-07,PrimD,Almeria,6,4,Valencia,49,5,4,63,6,6,-14,,>=5
2014-03-06,PrimD,Real Sociedad,6,9,Valencia,58,6,5,66,6,7,-8,3,>=5
2014-03-02,PrimD,Rayo Vallecano,3,3,Valencia,69,7,9,70,7,7,-1,,<5
2014-02-06,PrimD,Sevilla,14,1,Valencia,72,7,7,61,6,6,11,3,>=5
2014-02-01,PrimD,Barcelona,9,5,Valencia,67,7,7,58,6,6,9,2,>=5
2014-01-07,PrimD,Malaga,5,5,Valencia,49,5,3,62,7,6,-13,3,>=5
2014-01-01,PrimD,Celta Vigo,4,2,Valencia,58,6,6,65,8,7,-7,,<5
2013-12-05,PrimD,Atletico Madrid,8,1,Valencia,77,8,8,65,8,7,12,2,>=5
2013-11-04,PrimD,Elche,2,7,Valencia,,,,71,9,7,,,<5
2013-11-03,PrimD,Getafe,6,6,Valencia,58,6,5,71,9,7,-13,2,>=5
2013-10-07,PrimD,Villarreal,6,9,Valencia,59,6,5,72,9,7,-13,,>=5
2013-10-06,PrimD,Athletic Bilbao,9,2,Valencia,56,6,6,69,9,7,-13,2,>=5
2013-09-05,PrimD,Real Betis,7,13,Valencia,60,6,5,72,9,7,-12,,>=5
2013-09-05,PrimD,Granada,5,5,Valencia,63,6,4,72,9,7,-9,,>=5
2013-08-04,PrimD,Espanyol,6,3,Valencia,66,7,7,74,9,7,-8,3,>=5
2013-06-01,PrimD,Sevilla,9,1,Valencia,68,7,7,67,8,7,1,,>=5
2013-05-08,PrimD,Getafe,7,8,Valencia,42,4,2,66,8,7,-24,,>=5
2013-05-02,PrimD,Rayo Vallecano,8,4,Valencia,72,7,8,66,8,7,6,,>=5
2013-04-08,PrimD,Real Sociedad,8,7,Valencia,71,7,5,60,7,6,11,,>=5
2013-04-03,PrimD,Espanyol,6,6,Valencia,66,7,7,60,7,6,6,,>=5
2013-03-01,PrimD,Athletic Bilbao,7,6,Valencia,83,8,9,61,7,6,22,,>=5
2013-03-01,PrimD,Atletico Madrid,6,7,Valencia,71,7,8,55,6,6,16,,>=5
2013-02-09,PrimD,Celta Vigo,10,5,Valencia,43,4,1,49,5,5,-6,,>=5
2013-02-03,PrimD,Real Zaragoza,5,5,Valencia,49,5,4,56,6,6,-7,,>=5
2013-01-06,PrimD,D Coruna,8,12,Valencia,78,8,7,55,6,6,23,,>=5
2013-01-05,PrimD,Granada,2,10,Valencia,62,6,6,60,7,6,2,,<5
2012-12-08,PrimD,Osasuna,6,4,Valencia,73,7,5,65,7,7,8,,>=5
2012-11-04,PrimD,Malaga,8,4,Valencia,83,8,8,63,7,6,20,,>=5
2012-11-01,PrimD,Valladolid,2,10,Valencia,,,,66,7,7,,,<5
2012-10-07,PrimD,Levante,6,9,Valencia,41,4,2,61,6,6,-20,,>=5
2012-10-07,PrimD,Real Betis,8,6,Valencia,37,4,2,59,6,6,-22,,>=5
2012-09-03,PrimD,Mallorca,0,9,Valencia,68,7,7,70,7,7,-2,,<5
2012-09-02,PrimD,Barcelona,4,5,Valencia,79,8,6,70,7,7,9,,<5
2012-08-09,PrimD,Real Madrid,12,5,Valencia,79,8,7,63,6,6,16,,>=5
2012-05-02,PrimD,Real Sociedad,7,14,Valencia,60,6,4,61,5,6,-1,,>=5
2012-04-09,PrimD,Malaga,7,6,Valencia,72,7,6,66,5,7,6,,>=5
2012-04-08,PrimD,Real Madrid,11,5,Valencia,67,7,5,64,5,6,3,,>=5
2012-04-05,PrimD,Espanyol,6,3,Valencia,50,5,5,67,5,7,-17,,>=5
2012-03-08,PrimD,Athletic Bilbao,5,3,Valencia,77,8,7,63,5,6,14,,>=5
2012-03-04,PrimD,Getafe,1,9,Valencia,53,5,4,72,6,7,-19,,<5
2012-03-04,PrimD,Granada,6,1,Valencia,55,6,4,71,5,7,-16,,>=5
2012-02-09,PrimD,Barcelona,11,1,Valencia,80,8,8,66,5,7,14,,>=5
2012-02-05,PrimD,Atletico Madrid,4,4,Valencia,86,9,8,69,6,7,17,,<5
2012-01-09,PrimD,Racing Santande,5,8,Valencia,54,5,5,75,7,8,-21,,>=5
2012-01-08,PrimD,Villarreal,5,6,Valencia,58,6,4,78,8,8,-20,,>=5
2011-12-01,PrimD,Real Betis,12,6,Valencia,,,,71,7,7,,,>=5
2011-11-06,PrimD,Rayo Vallecano,9,3,Valencia,,,,69,7,7,,,>=5
2011-11-05,PrimD,Levante,9,5,Valencia,40,4,4,67,7,7,-27,,>=5
2011-10-06,PrimD,Real Zaragoza,1,9,Valencia,46,5,3,67,7,7,-21,,<5
2011-10-05,PrimD,Mallorca,10,6,Valencia,57,6,5,64,7,6,-7,,>=5
2011-09-07,PrimD,Sporting Gijon,5,8,Valencia,53,5,4,72,8,7,-19,,>=5
2011-09-04,PrimD,Sevilla,6,7,Valencia,50,5,6,72,8,7,-22,,>=5
2011-05-01,PrimD,Espanyol,7,4,Valencia,38,4,3,68,7,7,-30,,>=5
2011-05-01,PrimD,D Coruna,11,3,Valencia,58,6,5,64,7,6,-6,,>=5
2011-05-01,PrimD,Osasuna,8,1,Valencia,63,6,6,68,7,7,-5,,>=5
2011-04-06,PrimD,Almeria,5,9,Valencia,,,,70,8,7,,,>=5
2011-04-02,PrimD,Getafe,7,7,Valencia,60,6,5,64,7,6,-4,,>=5
2011-03-05,PrimD,Mallorca,7,6,Valencia,51,5,4,64,7,6,-13,,>=5
2011-03-02,PrimD,Real Zaragoza,1,3,Valencia,,,,68,7,7,,,<5
2011-02-07,PrimD,Athletic Bilbao,7,5,Valencia,63,6,7,67,7,7,-4,,>=5
2011-02-02,PrimD,Atletico Madrid,13,5,Valencia,71,7,6,61,7,6,10,,>=5
2011-01-09,PrimD,Levante,6,3,Valencia,,,,,,,,,>=5
2011-01-01,PrimD,Racing Santande,3,6,Valencia,,,,,,,,,<5
2010-12-08,PrimD,Real Sociedad,7,7,Valencia,,,,,,,,,>=5
2010-12-04,PrimD,Real Madrid,12,7,Valencia,,,,,,,,,>=5
2010-11-08,PrimD,Sevilla,7,2,Valencia,,,,,,,,,>=5
2010-11-01,PrimD,Villarreal,1,4,Valencia,,,,,,,,,<5
2010-10-06,PrimD,Barcelona,7,6,Valencia,,,,,,,,,>=5
2010-09-09,PrimD,Hércules CF,5,1,Valencia,,,,,,,,,>=5
2010-09-05,PrimD,Sporting Gijon,6,2,Valencia,,,,,,,,,>=5
2010-08-08,PrimD,Malaga,7,10,Valencia,,,,,,,,,>=5
2019-10-06,PrimD,Celta Vigo,6,4,Athletic Bilbao,56,6,5,35,2,4,21,0,>=5
2019-09-05,PrimD,Leganes,4,5,Athletic Bilbao,49,5,5,34,2,3,15,0,<5
2019-09-03,PrimD,Mallorca,4,6,Athletic Bilbao,83,8,8,33,2,3,50,2,<5
2019-08-04,PrimD,Getafe,4,6,Athletic Bilbao,45,5,3,32,2,3,13,2,<5
2019-05-08,PrimD,Sevilla,2,3,Athletic Bilbao,57,6,3,31,2,3,26,3,<5
2019-05-05,PrimD,Valladolid,1,3,Athletic Bilbao,73,7,7,35,2,4,38,,<5
2019-04-07,PrimD,Getafe,1,2,Athletic Bilbao,50,5,3,36,2,4,14,2,<5
2019-04-04,PrimD,Leganes,2,2,Athletic Bilbao,41,4,2,36,2,4,5,,<5
2019-04-01,PrimD,Real Madrid,8,2,Athletic Bilbao,66,7,7,40,2,4,26,2,>=5
2019-03-09,PrimD,Girona,3,3,Athletic Bilbao,36,4,2,42,2,4,-6,,<5
2019-03-03,PrimD,Valencia,6,2,Athletic Bilbao,81,8,9,44,2,4,37,1,>=5
2019-02-08,PrimD,SD Huesca,3,5,Athletic Bilbao,,,,45,2,5,,,<5
2019-02-02,PrimD,Real Sociedad,3,3,Athletic Bilbao,65,7,7,48,3,5,17,1,<5
2019-01-07,PrimD,Celta Vigo,3,2,Athletic Bilbao,52,5,4,45,3,5,7,0,<5
2019-01-01,PrimD,Villarreal,1,3,Athletic Bilbao,61,6,6,47,3,5,14,1,<5
2018-12-07,PrimD,CD Alaves,5,3,Athletic Bilbao,35,4,1,45,3,5,-10,,>=5
2018-12-03,PrimD,Levante,2,6,Athletic Bilbao,51,5,4,59,4,6,-8,1,<5
2018-11-05,PrimD,Espanyol,2,1,Athletic Bilbao,59,6,6,63,5,6,-4,1,<5
2018-11-01,PrimD,Atletico Madrid,12,2,Athletic Bilbao,75,8,8,59,5,6,16,0,>=5
2018-10-04,PrimD,Rayo Vallecano,5,4,Athletic Bilbao,58,6,5,59,5,6,-1,2,>=5
2018-10-01,PrimD,Eibar,8,2,Athletic Bilbao,67,7,7,53,4,5,14,1,>=5
2018-09-09,PrimD,Barcelona,4,3,Athletic Bilbao,66,7,7,55,5,6,11,3,<5
2018-09-03,PrimD,Real Betis,6,1,Athletic Bilbao,53,5,5,53,4,5,0,2,>=5
2018-05-02,PrimD,CD Alaves,0,8,Athletic Bilbao,46,5,3,59,5,6,-13,,<5
2018-04-09,PrimD,Villarreal,3,6,Athletic Bilbao,59,6,5,64,6,6,-5,2,<5
2018-04-08,PrimD,Real Sociedad,3,7,Athletic Bilbao,65,7,6,66,6,7,-1,1,<5
2018-04-08,PrimD,Real Madrid,16,2,Athletic Bilbao,70,7,8,53,5,5,17,2,>=5
2018-03-08,PrimD,Barcelona,6,5,Athletic Bilbao,62,6,5,51,4,5,11,2,>=5
2018-03-03,PrimD,Sevilla,8,4,Athletic Bilbao,59,6,5,45,3,5,14,2,>=5
2018-02-08,PrimD,Atletico Madrid,5,2,Athletic Bilbao,54,5,3,47,4,5,7,1,>=5
